protocol,profile,strategy_name,strategy_type,strategy_group,base_candidate,feature_family,constraint_status,robust_score,original_mandate_aware_score,profile_score,profile_multiplier,profile_eligible,failed_constraints,annualized_return,annualized_volatility,sharpe,max_drawdown,average_turnover,average_effective_number_of_assets,average_max_weight,max_drawdown_limit,max_annualized_volatility_limit,min_effective_assets,max_average_turnover_limit,drawdown_pass,volatility_pass,effective_assets_pass,turnover_pass,drawdown_multiplier,volatility_multiplier,effective_assets_multiplier,turnover_multiplier,profile_rank,profile_eligible_rank
zero_cash,moderate,BuyHold_GLD,benchmark,,,,,0.9074901111488645,0.7170109057841568,0.30752090316765557,0.33886970159745344,False,drawdown;volatility;effective_assets,0.22570823774842297,0.1664043116160493,1.3081884451675567,-0.1734831770796148,0.0,1.0,1.0,-0.15,0.15,2.3,0.1,False,False,False,True,0.8646371511351909,0.9014189508869244,0.4347826086956522,1.0,5,
zero_cash,moderate,Equal_Weight_Risky,benchmark,,,,,0.5697632357178978,0.0,0.25770284953676487,0.4522981361057125,False,drawdown;volatility,0.12247239547146793,0.16277397127185625,0.7913205232039137,-0.30561365914867045,0.0,4.0,0.25,-0.15,0.15,2.3,0.1,False,False,True,True,0.4908157587519025,0.9215232560092679,1.0,1.0,6,
zero_cash,moderate,60_40_SPY_TLT,benchmark,,,,,0.4291338837471878,0.2873988885795697,0.216776480630883,0.5051488331287091,False,drawdown;effective_assets,0.03659601838492699,0.12506403956913067,0.3496406498886238,-0.24827942177729057,0.0,1.9230769230769234,0.5999999999999998,-0.15,0.15,2.3,0.1,False,True,False,True,0.6041580044219359,1.0,0.8361204013377929,1.0,7,
zero_cash,moderate,BuyHold_SPY,benchmark,,,,,0.5938067192979866,0.42161411592379233,0.15366442947539163,0.2587785292444276,False,drawdown;volatility;effective_assets,0.12095061740240043,0.16816682908247196,0.7634141117043921,-0.22479472014870994,0.0,1.0,1.0,-0.15,0.15,2.3,0.1,False,False,False,True,0.6672754586974707,0.8919713882839365,0.4347826086956522,1.0,8,
zero_cash,moderate,trend_spy_cash_12p,benchmark,,,,,0.6205999769023157,0.5001067779412814,0.1418927851745219,0.22863807678944895,False,drawdown;effective_assets;turnover,0.08545944249028747,0.10745378258147749,0.8174290189188304,-0.16258846105371783,0.17543859649122806,1.0,1.0,-0.15,0.15,2.3,0.1,False,True,False,False,0.9225746958170745,1.0,0.4347826086956522,0.5700000000000001,9,
zero_cash,moderate,V3_real_macro_vintage_clean_no_dxy_cap_0p70,td3,,V3_real_macro_vintage_clean_no_dxy,,,0.5287499607752029,0.4150685554584873,0.13780025783991448,0.26061516418438097,False,drawdown;effective_assets;turnover,0.08753889664548997,0.09769877123762447,0.9083162623487628,-0.17695494229721365,0.2767384531097496,1.9568992412966464,0.6571236875240694,-0.15,0.15,2.3,0.1,False,True,False,False,0.8476734136538548,1.0,0.8508257570854985,0.3613520234585606,10,
zero_cash,moderate,V7_real_macro_vintage_clean_no_dxy_garch_cap_0p80,td3,,V7_real_macro_vintage_clean_no_dxy_garch,,,0.5204788152276412,0.41524689843362494,0.11134854308999687,0.21393482276756354,False,drawdown;effective_assets;turnover,0.08976748249339628,0.08429722705585517,1.062484720081153,-0.16817981761958,0.3082727552705845,1.700697525644915,0.7292414311385291,-0.15,0.15,2.3,0.1,False,True,False,False,0.891902501281679,1.0,0.739433706802137,0.32438805664881293,11,
zero_cash,moderate,defensive_risk_off_12p,benchmark,,,,,0.549504604012012,0.42198436616976254,0.07746527534196584,0.14097293230371638,False,drawdown;effective_assets;turnover,0.08585423077929355,0.14231637410267597,0.6507149699585638,-0.18835385344648825,0.24561403508771928,1.0,1.0,-0.15,0.15,2.3,0.1,False,True,False,False,0.7963734070490643,1.0,0.4347826086956522,0.4071428571428572,12,
zero_cash,moderate,V4_real_garch_current_cap_0p70,td3,,V4_real_garch_current,,,0.4434670184284059,0.3513987387107859,0.07573446515783679,0.17077812331169673,False,drawdown;effective_assets;turnover,0.04879496611691381,0.07594821060106333,0.6653900842299352,-0.17191822842742943,0.4452178812134046,2.004302828951787,0.650403030510398,-0.15,0.15,2.3,0.1,False,True,False,False,0.8725078275415011,1.0,0.8714360125877335,0.2246091278442327,13,
zero_cash,moderate,V5_no_volatility_block_cap_0p50,td3,,V5_no_volatility_block,,,0.4159751097381454,0.27453466639787133,0.058614623772573274,0.14090896883102197,False,drawdown;turnover,0.05495749251344351,0.09890172574955956,0.5904504654848056,-0.25374326668702707,0.4195252410779325,2.800666286309067,0.4934377478474876,-0.15,0.15,2.3,0.1,False,True,True,False,0.5911486911887737,1.0,1.0,0.2383646803778933,14,
zero_cash,moderate,BuyHold_TLT,benchmark,,,,,0.20422830608593964,0.0,0.03358840460294828,0.16446498160159156,False,drawdown;volatility;effective_assets,-0.09045372223037107,0.1516641905461336,-0.5489279650114005,-0.39219151157207677,0.0,1.0,1.0,-0.15,0.15,2.3,0.1,False,False,False,True,0.3824662073861154,0.9890271359366971,0.4347826086956522,1.0,15,
zero_cash,moderate,V8_ewma_garch_vol_current_cap_uncapped,td3,,V8_ewma_garch_vol_current,,,0.37598099783740996,0.2796394088966916,0.029707246398430635,0.07901262715217672,False,drawdown;effective_assets;turnover,0.05578883032115978,0.11610593053679893,0.5254590591355164,-0.20397413047277035,0.530399548934085,1.3107241932933702,0.8773893414866458,-0.15,0.15,2.3,0.1,False,True,False,False,0.7353873731552656,1.0,0.5698800840405958,0.18853711357968636,16,
zero_cash,moderate,momentum_winner_12p,benchmark,,,,,0.715253378642922,0.0,0.013720400679423745,0.019182573741148897,False,drawdown;volatility;effective_assets;turnover,0.3004846187538317,0.3614291915419867,0.8971611533196885,-0.3093328814892037,0.45614035087719296,1.0,1.0,-0.15,0.15,2.3,0.1,False,False,False,False,0.4849145014195178,0.4150190507857047,0.4347826086956522,0.21923076923076926,17,
zero_cash,moderate,BuyHold_BTC-USD,benchmark,,,,,0.29607281855547574,0.0,0.008777347972994376,0.029645909461795957,False,drawdown;volatility;effective_assets,0.12977333896755172,0.5131787191095913,0.4918542301179646,-0.6430152393197859,0.0,1.0,1.0,-0.15,0.15,2.3,0.1,False,False,False,True,0.23327596428146494,0.2922958307005846,0.4347826086956522,1.0,18,
zero_cash,moderate,risk_adjusted_momentum_winner_12p_12p,benchmark,,,,,0.38124000518758683,0.0,0.006838455273313675,0.017937402109594595,False,drawdown;volatility;effective_assets;turnover,0.11602948225160326,0.30909878578090305,0.5018355888550975,-0.49059016063546523,0.35964912280701755,1.0,1.0,-0.15,0.15,2.3,0.1,False,False,False,False,0.30575419573377466,0.4852817510138126,0.4347826086956522,0.2780487804878049,19,
