protocol,candidate,metric,mean_of_seed_metrics,median_of_seed_metrics,std_of_seed_metrics,minimum_of_seed_metrics,maximum_of_seed_metrics,p10_of_seed_metrics,p90_of_seed_metrics,n_seeds,metric_of_mean_path,metric_of_median_return_path,difference,relative_difference,primary_value,primary_method
zero_cash,V4_real_garch_current_cap_0p70,max_drawdown,-0.1843464354869825,-0.14368031681497784,0.08738292246733091,-0.3914256056533859,-0.11129012122323267,-0.2652079312084531,-0.11643977979767202,10,-0.17191822842742943,-0.1625389579806611,0.012428207059553081,0.06741766949125898,-0.1843464354869825,mean_of_metrics_across_ten_full_oos_seed_histories
zero_cash,V4_real_garch_current_cap_0p70,average_turnover,0.4452178812134046,0.44199533346195774,0.057695269512265876,0.3770406921258232,0.5866177514997692,0.39817719603980845,0.48065316862843993,10,0.4452178812134046,,0.0,0.0,0.4452178812134046,mean_of_metrics_across_ten_full_oos_seed_histories
zero_cash,V4_real_garch_current_cap_0p70,total_transaction_cost,0.024589697471798493,0.025139198638496646,0.0060255335254917695,0.01644335372891989,0.0373716715206206,0.017282013062369452,0.029833331720832773,10,0.024589697471798497,,3.469446951953614e-18,1.4109351918349805e-16,0.024589697471798493,mean_of_metrics_across_ten_full_oos_seed_histories
zero_cash,V4_real_garch_current_cap_0p70,mean_transaction_cost,0.00010784955031490568,0.00011025964315130107,2.642777862057793e-05,7.211997249526268e-05,0.00016391084000272192,7.579830290512917e-05,0.00013084794614400338,10,0.00010784955031490568,,0.0,0.0,0.00010784955031490568,mean_of_metrics_across_ten_full_oos_seed_histories
zero_cash,V4_real_garch_current_cap_0p70,average_max_weight,0.6504030305103979,0.6495510149104895,0.012285693667285656,0.6286363401324763,0.671886374350774,0.6394413673318685,0.662665400870502,10,0.650403030510398,,1.1102230246251565e-16,1.7069770166260126e-16,0.6504030305103979,mean_of_metrics_across_ten_full_oos_seed_histories
zero_cash,V4_real_garch_current_cap_0p70,average_effective_number_of_assets,2.004302828951787,1.9917578538513514,0.055360596273763746,1.946630925927253,2.1448558644057094,1.957947662078531,2.040821186977743,10,2.004302828951787,,0.0,0.0,2.004302828951787,mean_of_metrics_across_ten_full_oos_seed_histories
zero_cash,V4_real_garch_current_cap_0p70,mean_cash_weight,0.37011333210439334,0.3631613426232236,0.09146647042796749,0.22794311663010627,0.5243255503777391,0.29228524969610103,0.46946822131861077,10,0.37011333210439334,,0.0,0.0,0.37011333210439334,mean_of_metrics_across_ten_full_oos_seed_histories
zero_cash,V4_real_garch_current_cap_0p70,cash_above_10_rate,0.7048245614035087,0.6666666666666667,0.1703457930314559,0.3815789473684211,0.9166666666666666,0.575,0.8969298245614035,10,1.0,,0.2951754385964913,0.41879278158058514,0.7048245614035087,mean_of_metrics_across_ten_full_oos_seed_histories
zero_cash,V4_real_garch_current_cap_0p70,mean_btc_weight,0.07368101486254598,0.0583256931680855,0.03919798603075705,0.03377440999273711,0.14383262521860718,0.035904611010452406,0.13560502197950702,10,0.07368101486254598,,0.0,0.0,0.07368101486254598,mean_of_metrics_across_ten_full_oos_seed_histories
zero_cash,V4_real_garch_current_cap_0p70,mean_cash_transaction_cost_contribution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,,0.0,,0.0,mean_of_metrics_across_ten_full_oos_seed_histories
zero_cash,V4_real_garch_current_cap_0p70,mean_btc_transaction_cost_contribution,5.366786304851043e-05,5.27501662666702e-05,2.4818444633753683e-05,2.153804088157089e-05,9.798394585020336e-05,2.8581536520224755e-05,8.936116586001902e-05,10,5.366786304851043e-05,,0.0,0.0,5.366786304851043e-05,mean_of_metrics_across_ten_full_oos_seed_histories
zero_cash,V4_real_garch_current_cap_0p70,dsr_score,0.24447699555226357,0.22499305162543423,0.20552895264170554,0.012511979361017445,0.6463139935009126,0.021962268403486012,0.4904200850515241,10,0.22499305162543423,,-0.01948394392682934,-0.07969643067158898,0.24447699555226357,mean_of_metrics_across_ten_full_oos_seed_histories
zero_cash,V5_no_volatility_block_cap_0p50,cumulative_return,0.25859828617200165,0.29542184639839253,0.15370149328581625,0.008251815524222827,0.46888542936713384,0.0513109612168567,0.4630649099665549,10,0.2643763596311586,0.2950384313933525,0.005778073459156929,0.022343819615702153,0.25859828617200165,mean_of_metrics_across_ten_full_oos_seed_histories
