protocol,strategy_name,seed,date,financial_net_return
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-05-30,-0.0137419040741823
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-06-06,0.0032363495708474
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-06-13,0.0239044937106508
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-06-20,-0.0134301059501009
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-06-27,-0.0189881031212908
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-07-04,0.0080464019512394
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-07-11,0.0041227218209594
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-07-18,-0.0013623563192137
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-07-25,-0.0016063941749755
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-08-01,0.003159499579135
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-08-08,0.0061714774168875
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-08-15,-0.0123275248550496
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-08-22,0.0049347347322332
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-08-29,0.014455665395765
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-09-05,0.0254179496122008
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-09-12,0.0085251428842974
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-09-19,0.0061790901999484
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-09-26,0.0107377759296974
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-10-03,0.0167907635084558
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-10-10,0.0221033961211453
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-10-17,0.0347993414502806
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-10-24,-0.0172799062304559
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-10-31,-0.0156068209655183
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-11-07,0.0002120897845793
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-11-14,0.0130103910993818
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-11-21,-0.0055831774744602
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-11-28,0.0302100952617108
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-12-05,-0.0037694655358641
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-12-12,0.0152223538516703
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-12-19,0.0062695283193305
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2025-12-26,0.0310950915399528
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2026-01-02,-0.0306594490661616
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2026-01-09,0.0259695092893313
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2026-01-16,0.0119482065283425
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2026-01-23,0.0608548728141928
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2026-01-30,-0.0216372886904687
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2026-02-06,0.015527115377665
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2026-02-13,0.0108709772207648
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2026-02-20,0.0089464806274446
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2026-02-27,0.0210518435283407
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2026-03-06,-0.0106135200456827
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2026-03-13,-0.0073199344930601
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2026-03-20,-0.0671648342492593
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2026-03-27,-0.0065861000517606
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2026-04-03,0.0183736147716354
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2026-04-10,0.0109754002943876
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2026-04-17,0.0148890869015789
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2026-04-24,-0.0184397531293705
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2026-05-01,-0.0054393589367505
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2026-05-08,0.0075575220590783
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,7,2026-05-15,-0.0241440177009063
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-01-07,-0.0117088371269827
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-01-14,-0.0010527237689733
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-01-21,-0.0278216268710906
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-01-28,0.0001403641939054
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-02-04,0.000811836323776
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-02-11,-0.0088122300812248
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-02-18,-0.005166343696464
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-02-25,-0.000956413005554
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-03-04,-0.0029001260863883
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-03-11,-0.0306468453931536
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-03-18,0.0081795781682589
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-03-25,0.0083636211184256
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-04-01,0.0002373625137979
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-04-08,-0.007293971282099
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-04-15,-0.0093224338631653
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-04-22,-0.0093654013295026
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-04-29,-0.017981358348316
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-05-06,-0.0015937450732725
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-05-13,-0.0097613329278795
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-05-20,-0.020451562950554
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-05-27,0.0458838596269217
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-06-03,-0.0075645071388444
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-06-10,-0.0358394722378412
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-06-17,-0.0319518345270064
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-06-24,0.0083449388865233
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-07-01,-0.0122631877968206
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-07-08,-0.0031316582762103
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-07-15,-0.0016813628891737
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-07-22,0.0216803913290397
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-07-29,0.0325547260006591
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-08-05,0.0018407454754217
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-08-12,0.0215126632372128
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-08-19,-0.0124673596417792
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-08-26,-0.0253549325830609
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-09-02,-0.025156125961403
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-09-09,0.0156238518141613
zero_cash,V3_real_macro_vintage_clean_no_dxy_cap_0p70,21,2022-09-16,-0.0350476836770335
